LOC,الدوحة,يبدأ الفيلم في مزرعة قطن تُسمى تارا في ولاية جورجيا الأمريكية عام 1861 عشية الحرب الأهلية الأمريكية ، حيث تظهر سكارليت أوهارا ، الابنة الكبرى لمهاجر إيرلندي يُدعى جيرالد أوهارا ( مالك مزرعة تارا ) ، مع أمها إيلين ، وتبدو مستاءة جداً بسبب خطوبة آشلي ويلكس لقريبته ميلاني هاملتون قمة الاثارة في ليلة السوبر الدوحة - الراية : بشغف كبير يترقب جمهورنا الرياضي اليوم مباراة السوبر بنهائي بطولة كأس الشيخ جاسم لكرة القدم والتي ستقام علي استاد الدوحة عند الساعة السادسة والنصف مساء بين القطبين الكبيرين السد والريان .
LOC,ودبي,وبانتظار ذلك ، تراهن كيش على وطنية سمية ابراهيمي التي جربت بريطانيا ودبي وماليزيا .
LOC,اوروبة,ولكن منذ حوالي 10 ، 000 سنة مضت ، إنقرضت الأسود من اوروبة الغربيّة ثم مالبثت أن إنقرضت من باقي اوروبة بحلول القرن الثاني للميلاد ، كما إنقرضت الأسود من شمالي إفريقيا والشرق الأوسط في الفترة مابين أواخر القرن التاسع عشر و أوائل القرن العشرين .
LOC,الإسلامية,"وحول متحف الثقافة الإسلامية المقترح التقت العربي الباحث قو يو شنغ وهو من أسرة مسلمة من أصول عربية , وقد شرح السيد قو المشروع الجديد , وقال إنه سوف يقام شرقي المتحف الحالي وسوف يراعي في التصميم البعد العربي والإسلامي حتى يتماشى مع المعروضات العربية والإسلامية في المتحف , ويتكون المتحف المقترح من خمسة طوابق تعلوها مئذنة ."
LOC,الصين,"ولا تكتفي الصين الشعبية بتريوج منتجاتها في مجمعات "" الإمبريوم "" بل إنها تفتح حوانيت أخرى صغيرة تشجيعا للصينيين من أهالي هونج كونج ممن يعمر قلوبهم الولاء لوطنهم الأم وتدع لهم أن يبيعوا المنتجات الصينية بأسعار تقل عما تبيع به في الإمبريوم حتى يحقق هؤلاء أرباحا إضافية تزيدهم تعلقا ومودة مع موطنهم الأصلي الذي لا يبخل عليهم بشيء ."
LOC,ومصر,فكانت عيرهم تنطلق صيفا للشام وفلسطين ومصر .
LOC,الكاميرون,وبحلول عام 2000 ق.م. نزح فلاحو شعب البانتو من الكاميرون وشرق نيجيريا إلي غابات حوض نهر الكونغو .
LOC,الكهوزان,وهذه المهارات التقنية جعلتهم ينتشرون بمجموعات صغيرة في شرق ووسط وجنوب أفريقيا مابين سنتي 300 ق.م. و300 م. وتفاعلوا مع سكان هذه المناطق من الكهوزان .
LOC,كينيا,وفي نيروبي خسرت كينيا أمام إريتريا 1 - 2 ضمن المجموعة السادسة ، بينما فازت الغابون على مدغشقر 4 - صفر ( المجموعة الأولى ) وأوغندا على ليسوتو 3 - صفر ( المجموعة الثالثة ) وتنزانيا على بوركينا فاسو 2 - 1 ( المجموعة السابعة ) .
LOC,الشجاعية,"وقال مصدر أمني لفرانس برس إن "" اكثر من عشرين دبابة ومدرعة وعدة جرافات عسكرية توغلت فجر أمس في منطقة الشجاعية ما أدى إلى إصابة عدد من المواطنين ثلاثة منهم بنيران أطلقتها طائرة مروحية تغطي عملية التوغل "" ."
LOC,بفاس,-- تخرج من جامعة القرويين بفاس .
ORG,الامم,"وقال السفير الاميركي في الامم المتحدة جون بولتون لشبكة "" سي ان ان "" التلفزيونية الاميركية : "" ندرس امكان تشكيل قوة متعددة الجنسية قد تحصل على موافقة مجلس الامن الدولي ، ولكنها لن تكون قوة سلام دولية "" ."
ORG,المحاكم,ووجهت ميليشيا اتحاد المحاكم الاسلامية المدججة بالسلاح ضربة قاتلة لتحالف لزعماء الميليشيات الذين تدعمهم الولايات المتحدة في الاسابيع الماضية .
ORG,صن,"ونقلت صحيفة "" صن "" البريطانية في عددها الصادر اليوم عن بالاك قوله إن فرق الدوري الإنجليزي الممتاز "" ستنتفض لمواجهة الصاروخ القادم "" , واصفا إياه بالهجوم القوي الذي لا ينال كفايته أبدا , ومشيرا إلى أن خط هجوم تشلسي قوي جدا مقارنة ببقية فرق البطولة فهو مليء بالنجوم ."
ORG,نيسان,* قافلة « نيسان » لسيارات الدفع الرباعي في مراحلها الأخيرة > بعد مرور شهر تقريبا على انطلاق الرحلة المثيرة لقافلة نيسان لسيارات الدفع الرباعي في المملكة ، تحط القافلة رحالها بنهاية هذا الأسبوع لتسجل انجح تجربة تقوم بها شركة سيارات في عبور أنحاء المملكة .
ORG,فيلا,وأنقذ البرازيلي جيلبرتو سيلفا لاعب الوسط فريق الأرسنال من خسارة أولى له في الدوري بتسجيله هدف التعادل في الدقيقة الرابعة الثمانين أي قبل نهاية النهاية بست دقائق ، وكان الضيف استون فيلا فائزاً بافتتاحه هدف المباراة الأول في الدقيقة الثالثة والخمسين ، ليكسب الأرسنال أول نقطة له من ملعبه الجدي ستاد الإمارات الذي شهد افتتاح مباريات الأرسنال في الدوري الإنجليزي ، بحضور ستين ألف متفرج .
ORG,كورينثيانز,ب - تعززت الاشاعات بامكانية انتقال مهاجم منتخب الارجنتين ونادي كورينثيانز البرازيلي كارلوس تيفيز الى احد الاندية الاوروبية بعد غيابه عن تمارين فريقه ساو باولو امس الاول اثر خلاف مع مدرب الفريق حارس مرمى منتخب البرازيل السابق ايمرسون لياو .
ORG,اميركان,واختلفت روايات شهود عيان حول طرازي الطائرتين اللتين ارتطمتا بمبنى مركز التجارة العالمي الذي تعرض في عام 1993 الى انفجار نفذه اصوليون تابعون لعمر عبد الرحمن ، الزعيم الروحي للجماعة الاسلامية المصرية ، فقال احد الشهود انه رأى الطائرة الثانية وهي تقترب من المبنى بارتفاع منخفض ، وتعدل حركتها لتصطدم به وهي من طراز بوينج 767 وتابعة لشركة اميركان ايرلاينز ، بينما قال شهود آخرون ان الطائرتين من طراز بوينج 737 .
ORG,الله,وأكد نصر الله ان هزيمة حزب الله الذي لا يقاتل نيابة عن أحد في هذه المواجهة هي هزيمة للأمة بأسرها .
ORG,العراقي,وفي كركوك أعلنت مصادر عسكرية مقتل ضابط في الجيش العراقي وإصابة ثلاثة جنود في هجوم مسلح استهدف نقطة تفتيش جنوب المدينة .
ORG,الفرنسية,المالكي تلقى دعم شيوخ بعض العشائر السنية في العراق ( الفرنسية ) أعلنت قيادات عشائر سنية عراقية تعاونها مع حكومة رئيس الوزراء العراقي نوري المالكي لملاحقة أعضاء مجلس شورى المجاهدين الذي يعتبر تنظيم القاعدة أكبر تنظيماته .
ORG,الامم,"واكد رئيس الحكومة اللبناني فؤاد السنيورة لـ "" سي ان ان "" ان اي قوة دولية مستقبلية يجب ان تعمل ضمن اطار الامم المتحدة ."
ORG,وويستهام,وفاز إيفرتون على ضيفه واتفورد الصاعد حديثا للدوري الانجليزي 1 / 2 كما تغلب نيوكاسل على ضيفه ويجان بالنتيجة نفسها ، وحقق ريدينج الصاعد حديثا للدوري الانجليزي أيضا فوزا ثمينا وتغلب على ميدلسبره 2 / 3 كما فاز بورتسموث على بلاكبيرن 3 / صفر وويستهام على تشارلتون 1 / .
ORG,التشريعي,مددت محكمة معتقل عوفر العسكرية الإسرائيلية اعتقال رئيس المجلس التشريعي الفلسطيني د. عزيز الدويك إلى الثلاثاء القادم .
ORG,الكرة,تجدر الاشارة الي أن اتحاد الكرة كان قد قرر جعل استاد الدوحة الملعب الدائم لنهائيات بطولة كأس الشيخ جاسم التي تمثل باكورة بطولات كرة القدم في كل موسم نيويورك - الخرطوم - وكالات - اقر مجلس الامن الدولي أمس بغالبية كبيرة نشر قوات لحفظ السلام يمكن ان يصل عديدها الى 17 الف جندي في اقليم دارفور في غرب السودان ، مع مطالبة الولايات المتحدة للسودان بالتخلي عن معارضته لهذه القوة .
ORG,الجرائم,وقتل ضابط عراقي يعمل بمديرية الجرائم الكبرى بانفجار عبوة ناسفة وضعت تحت سيارته قرب جسر السنك .
ORG,إن,"وقال الرجل الثالث في وزارة الخارجية الأمريكية نيكولاس بيرنز الاربعاء في حديث مع "" سي إن إن "" إن الإدارة الأمريكية "" ترى أن نظام العقوبات يجب أن يقر في سبتمبر ، وسنعمل في هذا الاتجاه بقدر كبير من التصميم والإصرار "" ."
PERS,فؤاد,و تواصل الراية اليوم نشر صفحات خاصة بمناسبة ذكري الاستقلال ترصد فيها مختلف الانجازات التي تتحقق تحت القيادة الحكيمة لسمو الأمير المفد النائب الأول يتلقي اتصالات هاتفية من بري والسنيورة وموسي وبن عيسي الدوحة - قنا : تلقي سعادة الشيخ حمد بن جاسم بن جبر آل ثاني النائب الأول لرئيس مجلس الوزراء وزير الخارجية الليلة الماضية اتصالين هاتفيين من دولة السيد نبيه بري رئيس مجلس النواب اللبناني ودولة السيد فؤاد السنيورة رئيس مجلس الوزراء في الجمهورية اللبنانية الشقيقة .
PERS,رومانو,الموقف الايطالي وفي روما ، اعلن بيان لرئاسة مجلس الوزراء الايطالي ان رئيس الحكومة الايطالي رومانو برودي اتفق مع الرئيس الفرنسي جاك شيراك « على ضرورة مشاركة كبيرة » لدول الاتحاد الاوروبي في قوة اليونيفيل المعززة في لبنان .
PERS,عبد,ويشعر ابو عبد الله بحزن شديد لان جماعته فقدت السيطرة على منبر مسجد فنسبري بارك شمال لندن ، الذي كان يعتبر قبلة « لندنستان » واحة الاصوليين في بريطانيا لصالح جماعات اخرى توصف بانها اكثر اعتدالا من « انصار الشريعة » .
PERS,توني,الرئيس الإيراني أحمدي نجاد أعرب الرئيس الإيراني أحمدي نجاد عن رفضه لسياسة رئيس الوزراء البريطاني توني بلير في الشرق الأوسط .
PERS,صالح,مدحت صالح يغني حضرة المتهم مدحت صالح يغني حضرة المتهم مدحت صالح يستعد المطرب مدحت صالح حاليا لأداء أغنية المقدمة والنهاية لحلقات المسلسل التليفزيونى الجديد » حضرة المتهم أبى « كلمات أحمد فؤاد نجم وألحان ياسر عبدالرحمن .
PERS,أوليفر,وبعد غوص عميق في مسائل السحر والتنويم المغناطيسي ، وبالتعاون مع أريادني أوليفر ، وشابة تُدعى جنجر ، يُمكن للشرطة كشف لغز الحصان الأشهب ، واعتقال المجرمين .
PERS,دينغ,وقال ايضا إن الحكومة الصينية قد عيّنته إماما في هذه الناحية وهي تدرك أن هنالك عملاً كبيراً ينتظر الخيّرين من عشيرة دينغ وينتظره شخصياً لفعل شيء من أجل هؤلاء الناس .
PERS,جاتشينغ,"ويشير النصب ( إلى أنه من المذهل أن القتلة قد انتحروا جميعاً بعد ارتكابهم لهذه المذبحة , ويشير الذين جددوا هذه اللوحة إلى أنهم التزموا بشكل كامل بالكتابات الموجودة في اللوحة الأصلية , وتم تجديد اللوحة في السنة السابعة من حكم الإمبراطور جاتشينغ ( 1796 - 1820م ) واللوحة الحجرية تتحدث عن مجازر تعرض لها المسلمون , وربما تكون المعلومات التي نقلتها اللوحة التاريخية هي صدى لتمرّد خوان تشاو في عام 875م الذي راح ضحيته الكثير من العرب المسلمين في مدينة قوانغتشو وغيرها من المدن الصينية ."
PERS,كانافارو,يذكر أن كانافارو انضم إلى يوفنتوس في أغسطس / آب عام 2004 قادما من إنتر ميلان ، ويمتد عقده معه حتى الموسم المقبل ، وهو كان اتصل بكابيلو قبل أيام وأبلغه رغبته في الانضمام إلى صفوف ريال مدريد .
PERS,لفرويد,ولقد بدأ فرويد عمله مع بروير عام 1880 تقريبا وكان الاخير ناصحا لفرويد وصديقا ومقرضا للمال وكان طبيبا ناجحا ونجح في استخدام طريقة جديدة لعلاج الهستيريا وفي عام 1885 تسلم فرويد منحة صغيرة اتاحت له ان يدرس مع طبيب نفسي فرنسي مشهور هو جين شاركوه الذي كان يستخدم التنويم المغناطيسي في علاجه للهستيريا وكانت هذه الزيارة هامة لفرويد لسببين على الاقل السبب الاول ان فرويد تعلم من شاركوه ان من الممكن علاج الهستيريا كأضطراب نفسي و ليس كأضطراب عضوي وكان فرويد يستخدم في ممارساته العلاج الكهربي اي يوجه صدمة كهربائية مباشرة الى العضو الذي يشكو من المريض كالذراع المشلولة مثلا والسبب الثاني أن فرويد سمع شاركوه ذات مساء يؤدك بحماس ان اساس المشكلات التي يعاني منها احد مرضاه جنسي ولقد اعتبر فرويد هذه الملاحضة خبرة معلمة ومنذ ذلكة الحين عمد الى الالتفات الى امكانية ان تكون المشكلات الجنسية سببا في الاضطراب الذي يعاني منه المريض .
PERS,ايتش,ثم تناولت الجلسة الأولي موضوع التكرير والبتروكيماويات بين القضايا والاتجاهات التي أدارها السيد منغ يانغ هي ، رئيس مهندسي شركة آر آي بي بي الصينية ، حيث قدم السيد تيم أولد من شركة كونكو فيليبس الأميركية ورقة عمل بعنوان الغازولين منخفض الكبريت في مقابلة تحديات الوقود النظيف كما تناول السيد زهانغ جوشن من سين أوبك الصينية في ورقة عمله اختراق تكنولوجيا أف سي سي كما تحدث كل من السيد شيمزو من شركة شيودا اليابانية واليد ايتش هوي من جامعة الملك فهد من المملكة العربية السعودية .
PERS,تيفيز,ب - تعززت الاشاعات بامكانية انتقال مهاجم منتخب الارجنتين ونادي كورينثيانز البرازيلي كارلوس تيفيز الى احد الاندية الاوروبية بعد غيابه عن تمارين فريقه ساو باولو امس الاول اثر خلاف مع مدرب الفريق حارس مرمى منتخب البرازيل السابق ايمرسون لياو .
PERS,لبوتين,سمحت الحرب الشيشانية لبوتين بأن يلعب دور الزعيم الحازم ، وغموض صورته جعلته كاللوح الفارغ الذي يستطيع كل فريق أن يكتب عليه إملاءاته ، إضافة إلى أن الطبقة المنتفعة وجدت فيه محافظاً على قواعد استمرارها في موقعها ، وسانده من يريدون أن يعيدوا المجتمع إلى الطريقة السوفياتية .
PERS,الحريري,وقال سعد الحريري خلال افطار اقيم في بيروت على شرف رئيس الحكومة من واجبي في هذا اليوم ان اجدد تمسك تيار المستقبل بحكومة الرئيس فؤاد السنيورة واعتبر ان أي دعوة لتغييرها بغير الوسائل الديموقراطية والدستورية دعوة مرفوضة منا جملة وتفصيلا .
PERS,لويس,وتأكدت مشاركة عدد من الضيوف خلال الأسابيع الأولى من بدء البث ، من بينهم الممثلتان أنيت بينينغ وجوليا لويس درايفوس ، ومغني الروك الشهير جون بون جوفي ، وتوماس فريدمان الكاتب بصحيفة نيويورك تايمز .
PERS,بهاء,"إلى جانب تلك الأعمال هناك أعمال تاريخية ودينية عدة تستلزم أحداثها ارتداء بطلاتها للحجاب باعتبار الفترة الزمنية وتقاليد وعادات الفترات التي تدور فيها الأحداث ، مثل "" الإمام المراغي "" - تأليف بهاء الدين إبراهيم وإخراج وفيق وجدي - الذي يقوم ببطولته حسن يوسف وسميرة عبد العزيز ."
MISC,ريختر,وتسبب زلزال قوته 7.7 درجات على مقياس ريختر في عمق البحر بموجة تسونامي بحسب المعهد الوطني الأميركي لرصد الزلازل ووقع بعد ظهر الاثنين في المحيط الهندي غرب ووسط جزيرة جاوا .
MISC,إنكارتا,"وسيحوي محرك البحث نطاقا واسعا من الخدمات ، مثل الحصول على نتائج البحث في 14 لغة ، إضافة إلى التعرف على أسعار أسهم البورصة ، ومواقيت عرض الأفلام ، ودائرة معارف "" إنكارتا "" وخدمة الخرائط اللتين تتيحهما شركة مايكروسوفت ."
MISC,النيل,"وتجاوز محفوظ في الستينيات أزمة "" أولاد حارتنا "" بالانشغال بكتابة أعمال ذات طابع رمزي يجسد فلسفة الشك والبحث عن يقين وغاية للحياة وهي روايات "" اللص والكلاب "" و "" السمان والخريف "" و "" الطريق "" و "" الشحاذ "" و "" ثرثرة فوق النيل "" و "" ميرامار "" فضلا عن عدد من المجموعات القصصية منها "" خمارة القط الاسود "" و "" تحت المظلة "" ."
MISC,زينات,مشاركة يتيمة > لكِ مشاركة وحيدة في المسلسل المصري « زينات والثلاث بنات » ، لماذا لم تكرري التجربة ؟ أم أن دورك لم يلفت النظر إليك ؟ ـ تقابلت مع المخرج محمد فاضل مصادفة في منزل الفنان سمير غانم في القاهرة ، التي تربطني به صلة قرابة .
MISC,الثانية,ولم تعلن اي جهة مسؤوليتها عن الهجمات التي تعرضت لها الولايات المتحدة وتعد الاكبر منذ الهجوم الياباني على اسطولها البحري في بيرل هاربر في الحرب العالمية الثانية ، وشكلت غرفة عمليات في واشنطن من مختلف الاجهزة العسكرية والامنية والاستخباراتية لمتابعة الموقف لحظة بلحظة .
MISC,دولار,في المقابل ، ذكرت صحيفة ' دايلي ميرور ' امس ان مانشستر يونايتد سيتقدم بعرض مقداره 35 مليون جنيه استرليني ( نحو 40 مليون دولار ) للتعاقد مع تيفيز الذي يعتبره مدرب الفريق اليكس فيرغسون خليفة لهدافه الهولندي رود فان نيستلروي المنتقل حديثا الى ريال مدريد الاسباني .
MISC,البيت,"غير أن البيت الأبيض الأمريكي رفض هذا الاقتراح وقالت المتحدثة باسم البيت الأبيض دانا برينو "" الحديث عن مناظرة هو لمجرد تحويل الأنظار عن مشاعر القلق المشروعة التي لدى المجتمع الدولي وليس الولايات المتحدة وحدها إزاء سلوك إيران ."
MISC,كأس,وقال فيرجسون ' ' لقد طلب نيستلروي الرحيل قبل نهائي بطولة كأس إنجلترا في الموسم الماضي أمام آرسنال .
MISC,الفجر,قتل الإمام علي في 21 من رمضان سنة 40 للهجرة بعد ضربة بالسيف وهو في حالة السجود عند صلاة الفجر في مسجد الكوفة صبيحة اليوم التاسع عشر من شهر رمضان ، قتله الخارجي عبدالرحمن بن ملجم ، و كان عمر الإمام علي 63 سنة ، أي بعمر النبي محمد بن عبد الله ( ص ) حين توفي .
MISC,الأوسكار,رفض أميتاب باتشان نجم السينما الهندية فكرة أن الأفلام الهندية يجب أن تطمح للفوز بجوائز الأوسكار ، قائلا إن صناعة السينما في بلاده أكثر إبداعا منها في هوليوود .
MISC,مونديال,"أكدت الصحافة البرازيلية أن مدرب منتخب "" السامبا "" السابق كارلوس ألبرتو باريرا وافق على استلام مهام الإشراف على منتخب جنوب أفريقيا التي تستضيف مونديال 2010 ، مستندة على تصريح لمحامي باريرا الذي استقال من منصبه مع أبطال العالم 5 مرات بعد إخفاق مونديال ألمانيا ."
MISC,قشتمر,"وكتب محفوظ رواية "" قشتمر "" قبل فوزه بالجائزة ولكنها صدرت في تاريخ لاحق مع عدد من المجموعات القصصية التي صدرت في السنوات الماضية ."
MISC,الحرب,تعد الحرب العالمية الأولى البذرة للحركات الإيديولوجية كالشيوعية وصراعات مستقبلية كالحرب العالمية الثانية ، بل وحتى الحرب الباردة .
MISC,الاسلام,وكان جلالة المغفور له الملك الحسين قد أمر باعادة صنع منبر صلاح الدين عام 1993 قائلا في كتاب وجهه الى رئيس الوزراء عبدالسلام المجالي ' ' لقد صممنا وآلينا على انفسنا ان نحافظ على المقدسات والتراث الخالد الذي منه منبر صلاح الدين الايوبي ذلك المنبر الذي لم يعمل في الاسلام مثله ، ولا بد من اعادة صنعه على صورته الحقيقية المتميزة ببالغ الحسن والدقة والاتقان .
MISC,شيكل,قال خبراء اقتصاديون إسرائيليون إن تكلفة العدوان على لبنان خلال الأسبوع الأول بلغت ستة مليارات شيكل ( 1.3 مليار دولار ) ، فيما قدرت الأضرار المادية في 70 بلدة ومستوطنة ومدينة إسرائيلية طالتها صواريخ حزب الله بأكثر من مليار شيكل ( 225 مليون دولار ) حتى اليوم .
MISC,بكأس,ويخشى رونالدو ( 21 عاما ) ان تستهدفه جماهير نادي تشارلتون الانكليزي اليوم بالسباب وعبارات الاستهجان بسبب دوره في طرد نجم المنتخب الانكليزي روني في مباراة انكلترا والبرتغال بدور الثمانية بكأس العالم .
